district,property_type,bedrooms,bathrooms,floors,land_perches,floor_area_sqft,age_years,has_garage,has_pool,furnished,price_lkr
Matara,Apartment,3,2,1,20.9,1150.0,30,1,0,0,16882803
Badulla,Land & House,2,1,2,9.9,955.0,30,0,0,0,14680165
Galle,House,3,2,1,15.9,1150.0,12,1,0,0,51195957
Ratnapura,Apartment,5,5,1,12.8,1943.0,2,1,0,0,30960666
Colombo,House,4,4,2,6.1,1546.0,17,1,0,1,123327076
Kandy,Apartment,4,3,2,39.7,1678.0,2,0,0,0,54297290
Colombo,House,3,3,1,16.6,1298.0,11,1,0,1,114065973
Colombo,Villa,3,2,2,35.8,1225.0,1,0,0,0,270006517
Colombo,House,2,1,2,30.0,1017.0,13,0,0,1,149762583
Negombo,Apartment,5,5,1,5.2,1836.0,6,0,0,1,67263950
Matara,Apartment,2,2,1,7.5,809.0,24,1,0,1,14931008
Negombo,House,2,1,3,6.4,1315.0,23,1,0,0,52677393
Colombo,Villa,4,4,1,30.6,1384.0,40,1,0,0,229691821
Kurunegala,House,2,2,1,33.8,926.0,4,0,0,0,21545270
Negombo,Apartment,3,3,1,15.3,1152.0,1,0,0,0,54522045
Kandy,House,1,1,2,5.7,597.0,9,0,1,0,28480341
Jaffna,Apartment,2,2,3,6.2,1038.0,1,0,0,1,23222559
Colombo,House,2,1,2,29.2,1075.0,3,0,0,0,142480069
Kandy,House,2,1,2,43.7,980.0,14,1,0,0,49336279
Anuradhapura,House,4,4,3,7.3,1818.0,13,0,0,1,27467785
Kandy,Villa,4,4,2,4.2,1710.0,0,0,0,0,91500822
Galle,House,3,2,2,10.0,1332.0,9,1,0,0,53504753
Anuradhapura,Land & House,5,4,3,4.5,1999.0,11,1,0,0,43492336
Jaffna,Land & House,2,2,1,30.4,800.0,5,0,0,0,31588255
Colombo,House,3,3,2,14.1,1439.0,28,1,0,0,108742958
Colombo,Apartment,2,1,2,19.4,849.0,3,0,0,1,88653619
Colombo,House,4,3,3,12.0,1741.0,4,0,0,0,165593378
Negombo,House,3,3,3,10.4,1457.0,3,0,0,0,66662912
Galle,Villa,4,3,2,7.8,1627.0,2,0,0,1,92035419
Colombo,Apartment,4,4,3,26.1,1847.0,29,0,0,1,142750990
Ratnapura,Apartment,3,3,2,21.8,1240.0,5,1,0,0,20741397
Galle,House,4,4,1,10.7,1511.0,19,0,0,1,58687408
Colombo,House,5,4,1,9.8,1895.0,9,0,0,0,163129913
Galle,House,3,2,2,4.0,1414.0,15,0,0,1,52874632
Jaffna,Villa,3,2,1,5.0,1324.0,34,0,0,0,32623020
Colombo,Apartment,4,3,1,18.6,1523.0,26,0,1,0,105227297
Colombo,Villa,4,3,1,14.8,1738.0,1,0,0,0,309322179
Kurunegala,House,2,2,3,12.6,1131.0,26,0,0,0,16034726
Galle,House,3,3,1,30.4,1282.0,9,1,0,0,69074064
Galle,House,3,2,2,14.5,1543.0,7,1,0,0,73907585
Galle,House,3,2,3,11.3,1513.0,17,0,0,0,51231709
Colombo,House,2,1,1,6.6,712.0,36,1,0,0,52750809
Colombo,Villa,5,5,1,29.8,1909.0,1,0,0,0,375928868
Galle,Land & House,4,4,2,16.9,1638.0,21,1,1,0,95722821
Colombo,Apartment,3,2,2,5.5,1322.0,3,0,1,0,103970826
Colombo,Apartment,4,4,1,19.7,1748.0,7,0,0,0,133473649
Kurunegala,House,5,4,1,12.3,1777.0,28,0,0,0,26090643
Badulla,Land & House,2,1,1,29.0,880.0,12,0,0,1,19140276
Kurunegala,House,3,3,1,41.7,1112.0,1,1,0,0,31711262
Kurunegala,Land & House,3,3,1,17.8,1169.0,11,0,0,0,27759936
Colombo,Apartment,4,4,1,23.7,1624.0,22,0,0,0,123592912
Ratnapura,House,1,1,2,4.9,681.0,11,0,0,1,10399258
Colombo,Land & House,6,5,3,16.3,2527.0,3,1,0,0,346232034
Ratnapura,House,3,3,2,25.1,1285.0,9,0,0,1,25113800
Badulla,Apartment,3,3,3,14.3,1531.0,33,1,0,0,15566116
Jaffna,Apartment,3,2,2,17.5,1520.0,16,0,0,0,28134856
Badulla,House,2,1,2,38.4,909.0,20,0,0,0,13662375
Negombo,House,4,4,1,7.3,1741.0,22,0,0,0,69007183
Colombo,Apartment,6,5,1,5.6,2369.0,1,1,0,0,135754662
Galle,Villa,3,2,2,21.6,1486.0,13,1,0,1,102532709
Negombo,House,6,6,3,30.0,2580.0,7,1,0,0,120932286
Colombo,Land & House,4,3,1,32.5,1667.0,2,0,0,1,232423698
Negombo,House,3,2,1,19.4,1099.0,3,0,1,0,69004789
Badulla,House,4,4,2,30.9,1633.0,22,0,0,0,22777735
Colombo,House,3,2,1,22.1,1276.0,3,1,1,0,160734245
Kurunegala,House,3,2,1,5.4,1229.0,6,0,0,0,19686327
Anuradhapura,House,2,1,2,25.5,985.0,5,0,0,0,17533265
Ratnapura,Land & House,4,4,2,7.0,1449.0,0,0,1,1,42052866
Ratnapura,House,2,2,2,8.0,956.0,9,1,0,0,17129811
Galle,House,4,3,3,11.5,1732.0,21,0,0,0,52996445
Badulla,House,4,3,2,9.7,1749.0,0,0,0,0,26396930
Matara,Villa,2,2,2,9.8,980.0,2,0,0,0,31294147
Colombo,Land & House,3,2,1,6.8,1137.0,19,0,0,0,109966214
Galle,House,3,3,1,9.2,1464.0,13,0,1,1,61523121
Jaffna,House,3,3,2,4.3,1453.0,19,1,0,1,31271876
Colombo,House,3,2,1,13.6,1305.0,4,0,0,0,111512967
Negombo,House,3,3,1,26.0,1420.0,23,0,1,0,66189999
Jaffna,House,3,3,1,33.7,1280.0,10,1,0,1,40028546
Colombo,House,2,2,1,29.8,772.0,14,1,0,0,136668243
Negombo,House,1,1,1,12.1,411.0,1,1,0,1,32366634
Matara,Apartment,2,2,2,23.7,1096.0,3,0,0,0,20456801
Galle,House,4,3,1,9.1,1344.0,22,1,1,0,57096324
Colombo,Land & House,6,5,1,4.9,2242.0,4,0,0,1,248059317
Colombo,Land & House,3,2,2,20.9,1132.0,1,0,0,1,182033008
Kandy,Apartment,3,3,3,19.7,1509.0,14,1,0,0,42512863
Ratnapura,House,2,1,1,28.3,935.0,12,0,0,0,18673519
Colombo,House,3,3,2,18.4,1377.0,14,0,0,0,122178312
Negombo,House,2,1,2,6.6,1093.0,14,1,0,1,50070530
Colombo,Villa,4,3,2,32.8,1896.0,11,1,0,0,310991829
Kandy,Apartment,5,5,1,18.8,1885.0,10,1,0,0,59294243
Kurunegala,Land & House,2,1,3,28.7,1430.0,33,1,0,1,33119812
Matara,Land & House,4,4,2,26.3,1721.0,12,0,0,0,42545357
Colombo,House,1,1,2,9.3,744.0,14,0,0,0,57263090
Kandy,Apartment,3,3,1,5.2,1138.0,5,0,0,1,32942746
Colombo,House,2,1,2,6.9,1161.0,28,0,0,0,86657030
Galle,House,3,3,2,5.5,1454.0,0,0,0,0,59306624
Jaffna,House,2,2,1,8.2,997.0,12,1,0,1,24629300
Colombo,House,3,3,1,13.2,1205.0,7,0,0,0,106659321
Kandy,Land & House,3,2,2,39.6,1224.0,14,0,0,0,63845859
Kandy,House,3,2,1,34.8,1246.0,7,1,0,0,63096074
Anuradhapura,Apartment,4,4,2,23.0,1530.0,19,0,0,0,20158520
Badulla,Apartment,5,5,1,4.4,1866.0,0,0,0,0,22195681
Colombo,Apartment,3,2,1,10.3,1219.0,8,0,0,0,83705438
Matara,House,2,1,2,21.2,1237.0,24,0,0,1,24030974
Kandy,Land & House,3,2,1,6.1,1231.0,4,1,0,0,67302844
Kandy,Apartment,5,4,3,28.2,2213.0,1,0,1,0,77225993
Matara,House,3,3,2,40.9,1343.0,10,1,0,0,32277515
Anuradhapura,House,3,2,2,10.6,1215.0,38,0,0,0,13066502
Ratnapura,Apartment,2,2,2,22.4,1008.0,1,0,0,0,14338849
Negombo,Villa,3,2,3,6.4,1510.0,1,1,0,0,122199216
Kandy,Apartment,3,3,1,21.6,1103.0,14,0,0,0,35278920
Matara,Villa,5,4,2,4.3,1931.0,4,1,0,1,67022665
Colombo,Apartment,5,5,1,6.5,1851.0,8,1,0,1,94989494
Negombo,House,2,2,1,22.6,856.0,24,0,0,0,40321555
Kandy,House,3,2,2,22.7,1304.0,3,0,0,1,56668648
Jaffna,House,2,1,2,19.4,894.0,19,1,0,1,25072273
Colombo,Apartment,3,2,1,13.7,1228.0,11,0,0,1,96984833
Colombo,Villa,5,4,1,20.9,1953.0,31,0,0,1,218577077
Anuradhapura,House,3,2,2,26.3,1362.0,38,1,0,0,18838434
Colombo,Apartment,3,3,1,54.9,1143.0,10,0,0,0,158865514
Galle,House,2,1,2,36.9,1059.0,13,0,0,1,58911592
Colombo,House,4,3,2,27.7,1680.0,20,0,0,1,158666620
Colombo,House,4,3,1,21.8,1431.0,6,0,0,1,174710013
Colombo,House,3,2,1,16.8,1303.0,4,1,0,0,145420619
Colombo,House,2,1,2,5.9,1035.0,37,1,1,0,80502065
Anuradhapura,House,3,2,1,6.7,1188.0,9,0,0,1,21672214
Kandy,House,6,6,1,29.7,2092.0,0,1,0,0,87785302
Ratnapura,House,3,3,1,28.4,1125.0,25,0,0,1,17303056
Negombo,Apartment,3,3,1,18.3,1401.0,14,1,0,1,61406092
Galle,House,3,2,1,12.7,1049.0,3,1,0,0,51727820
Negombo,Land & House,4,4,2,4.4,1674.0,0,1,0,0,96818323
Galle,House,3,3,2,9.9,1348.0,5,0,0,1,52651513
Matara,House,2,2,2,12.2,1032.0,34,0,0,1,18155642
Kandy,House,3,2,2,14.0,1200.0,34,1,0,1,40816324
Kandy,House,4,3,1,43.7,1567.0,6,0,0,0,67343652
Anuradhapura,Villa,4,4,1,5.7,1381.0,25,1,0,1,35655325
Ratnapura,House,5,4,2,15.0,2059.0,9,1,0,1,38832292
Anuradhapura,Land & House,3,2,2,10.9,1284.0,16,1,0,0,25102271
Kandy,Land & House,2,2,2,73.2,913.0,6,0,0,1,88647435
Matara,Apartment,6,5,2,33.7,2483.0,11,0,0,1,41588083
Galle,Apartment,3,2,2,12.7,1326.0,5,0,0,1,49914884
Galle,Apartment,4,4,1,120.0,1597.0,1,1,0,1,114231708
Colombo,House,4,4,2,14.8,1750.0,2,0,1,1,210123424
Negombo,Apartment,3,2,2,6.7,1476.0,5,0,0,0,49642344
Colombo,House,2,1,3,16.2,1029.0,38,1,0,0,73735646
Kandy,House,4,4,2,7.8,1791.0,37,1,0,0,38216892
Kurunegala,Apartment,4,3,2,19.2,1701.0,24,0,0,0,21551459
Colombo,Apartment,3,2,2,45.6,1312.0,4,1,0,0,194960235
Colombo,Land & House,3,2,2,27.1,1235.0,9,0,0,0,214790111
Colombo,House,2,2,3,8.8,1210.0,9,1,0,0,107030304
Ratnapura,Villa,2,1,2,9.3,907.0,8,0,0,0,22776857
Galle,House,3,3,2,5.1,1401.0,0,1,0,1,58561856
Kandy,House,3,2,1,9.1,1392.0,12,1,1,1,59758236
Kurunegala,House,6,5,2,5.5,2497.0,1,0,1,0,56224557
Kurunegala,House,4,3,2,14.4,1839.0,23,0,0,1,31323331
Kandy,House,4,4,2,22.5,1628.0,18,0,0,0,60177284
Jaffna,Apartment,3,2,1,24.9,1276.0,7,1,0,0,29780135
Matara,Villa,2,1,2,4.9,885.0,16,1,0,0,31061887
Jaffna,House,6,5,1,10.2,2226.0,4,0,0,1,43712016
Colombo,Apartment,3,3,2,9.1,1524.0,5,0,0,1,96378037
Anuradhapura,Villa,2,1,1,5.7,789.0,6,0,0,0,18059211
Galle,Villa,3,3,2,10.8,1461.0,23,0,0,0,70146716
Kandy,Apartment,5,4,1,9.3,2001.0,4,0,0,0,54632544
Kandy,House,5,4,1,19.1,2007.0,13,0,0,0,60352390
Colombo,Land & House,1,1,2,36.2,523.0,3,1,0,0,167808771
Colombo,Apartment,5,5,1,13.1,1952.0,5,0,0,0,134448096
Matara,House,3,3,2,24.6,1334.0,4,0,1,0,31916516
Colombo,House,1,1,3,6.4,908.0,15,0,0,0,63537908
Kandy,Villa,4,4,3,37.8,1684.0,11,1,1,0,136547780
Galle,House,5,4,1,6.5,1936.0,19,1,0,1,63672480
Colombo,Land & House,3,2,2,7.2,1372.0,4,0,0,1,160957085
Badulla,House,3,3,1,5.7,1000.0,0,0,0,0,14833151
Colombo,Villa,4,3,3,9.6,1761.0,17,0,0,0,212463797
Kandy,House,4,3,2,16.1,1516.0,2,0,0,0,52413115
Kandy,Apartment,5,4,1,70.3,1827.0,4,0,0,0,79980302
Colombo,Land & House,3,3,1,27.7,1254.0,6,1,0,0,209764688
Colombo,House,6,6,1,11.2,2269.0,20,1,0,1,182375140
Matara,Apartment,6,5,2,16.9,2416.0,15,0,0,0,35823299
Ratnapura,House,2,1,1,18.6,746.0,3,0,0,1,16553706
Colombo,House,4,4,2,30.0,1812.0,14,0,0,1,204809060
Jaffna,House,3,3,2,24.0,1348.0,18,0,1,0,36754719
Matara,Apartment,3,3,3,16.6,1503.0,8,0,0,0,23838754
Kurunegala,House,4,3,3,20.6,1944.0,4,1,0,0,38300075
Kandy,House,2,2,1,24.6,750.0,17,0,0,0,28964596
Kandy,House,3,2,2,6.1,1372.0,14,1,0,0,45815265
Kandy,Apartment,5,5,2,7.4,2092.0,1,1,0,0,63380772
Jaffna,Villa,2,1,3,21.5,1095.0,17,0,0,0,44978327
Kurunegala,House,3,2,1,32.5,1265.0,10,0,0,1,29744824
Colombo,House,5,4,1,11.9,1947.0,21,0,0,1,136540796
Kandy,Land & House,3,3,1,62.6,1189.0,3,0,0,0,94373686
Anuradhapura,House,3,2,1,7.7,1186.0,4,1,0,0,20995116
Kurunegala,Land & House,3,3,1,12.1,1252.0,12,1,0,0,34374154
Badulla,Land & House,3,3,1,11.1,1278.0,10,1,0,0,24830783
Matara,Villa,4,4,2,44.0,1706.0,8,1,0,0,74511018
Kandy,House,4,3,1,9.0,1662.0,20,1,0,0,48482584
Negombo,Villa,3,2,2,13.5,1415.0,13,1,1,0,120666484
Jaffna,Villa,4,3,1,7.1,1371.0,19,0,0,0,41679627
Colombo,Apartment,3,2,2,15.0,1209.0,2,1,0,0,89776008
Galle,House,3,3,3,33.2,1618.0,19,0,0,1,65564602
Jaffna,House,4,3,2,9.4,1675.0,9,0,0,1,37591371
Colombo,House,4,3,3,29.0,1866.0,0,0,0,0,235472583
Matara,Apartment,3,2,1,40.3,1313.0,4,0,0,0,24675569
Negombo,Apartment,2,1,2,5.1,999.0,0,0,0,0,32698014
Ratnapura,House,2,1,1,25.2,853.0,9,1,0,0,16111908
Colombo,Apartment,3,2,1,8.4,1113.0,6,0,0,0,84895309
Colombo,House,3,2,1,6.9,1236.0,39,0,0,1,73447484
Negombo,Apartment,4,4,2,17.8,1758.0,28,1,0,0,55270407
Kandy,Land & House,1,1,1,22.3,442.0,24,0,1,1,38005837
Jaffna,House,4,3,2,11.5,1607.0,11,0,0,1,31242414
Matara,House,3,3,1,4.6,1462.0,23,1,0,1,24292928
Colombo,House,3,3,2,39.9,1340.0,5,0,0,1,186063406
Galle,Apartment,3,2,2,23.7,1281.0,12,0,0,0,47722250
Galle,Villa,2,1,1,8.8,920.0,8,0,0,0,45894723
Kandy,Land & House,5,4,1,14.3,1894.0,3,1,0,0,98268459
Ratnapura,House,2,2,2,4.4,891.0,1,0,0,0,15543944
Kurunegala,Land & House,3,2,1,10.2,1248.0,12,0,0,0,24139849
Jaffna,House,4,3,2,15.1,1614.0,1,0,0,0,38741192
Jaffna,Apartment,4,4,2,14.9,1857.0,19,0,0,0,33241468
Galle,House,3,3,1,7.5,1249.0,33,0,0,0,33774634
Ratnapura,Land & House,3,2,1,26.5,1172.0,3,1,0,0,31168972
Jaffna,Apartment,4,3,1,9.3,1560.0,10,1,0,0,36082566
Matara,Apartment,6,6,1,17.0,2340.0,20,1,0,1,38516602
Anuradhapura,Villa,5,4,1,8.8,1918.0,5,0,1,0,56133169
Colombo,House,3,3,1,12.3,1412.0,33,1,0,0,99494029
Kurunegala,House,6,5,1,7.5,2363.0,30,0,0,0,35138979
Colombo,Land & House,1,1,1,19.0,548.0,1,1,0,1,138371151
Kandy,House,1,1,3,12.3,706.0,0,0,1,1,32456744
Kandy,House,4,3,2,4.2,1685.0,38,1,1,0,40150200
Badulla,Apartment,2,2,2,4.4,1047.0,36,1,0,1,9677107
Kurunegala,Apartment,2,1,1,13.6,767.0,8,0,0,1,12616270
Jaffna,House,2,1,1,7.0,979.0,0,0,0,1,24425980
Matara,House,3,2,2,17.2,1252.0,14,0,0,1,23178326
Negombo,House,4,3,2,11.9,1636.0,5,0,0,0,72525802
Ratnapura,House,4,3,1,19.9,1493.0,34,0,0,0,20707872
Galle,Land & House,2,2,1,49.7,924.0,23,1,0,1,74231567
Kandy,Land & House,3,3,2,15.3,1269.0,16,1,0,0,57463177
Colombo,Apartment,5,4,2,27.2,1870.0,5,0,0,0,152463385
Matara,House,4,4,1,25.0,1658.0,18,0,0,0,34574299
Matara,Land & House,3,2,2,42.2,1305.0,5,0,1,0,51413391
Kandy,Apartment,6,5,2,7.6,2293.0,0,0,0,1,59819292
Colombo,House,4,4,3,30.3,1774.0,11,1,0,0,213959165
Kurunegala,Land & House,2,1,2,39.4,1171.0,10,0,0,0,28155835
Colombo,Villa,1,1,1,11.5,434.0,21,0,0,0,68400782
Jaffna,Villa,2,1,2,9.6,987.0,28,0,0,1,30616994
Badulla,Villa,4,3,2,49.6,1655.0,7,0,0,1,45890309
Galle,House,2,1,2,18.8,876.0,9,1,0,1,47863448
Colombo,House,3,3,2,11.2,1275.0,10,1,0,1,111700149
Jaffna,Apartment,2,1,3,27.5,1019.0,6,1,0,1,27302754
Kurunegala,House,5,5,1,9.4,1995.0,20,0,0,1,37742871
Galle,House,3,2,1,6.9,1210.0,11,1,0,1,50703140
Ratnapura,Villa,5,4,2,15.8,2298.0,32,0,0,0,50514062
Colombo,Villa,5,4,1,16.5,1829.0,16,0,0,0,206585842
Galle,Apartment,1,1,1,30.2,414.0,4,1,0,1,31660514
Jaffna,Villa,3,2,1,13.2,1353.0,3,0,0,0,48751062
Anuradhapura,Villa,1,1,2,29.3,755.0,7,0,0,0,20239793
Colombo,Apartment,5,5,1,9.6,1938.0,7,0,0,1,122363641
Kurunegala,House,3,2,2,16.8,1238.0,8,0,0,1,23507020
Negombo,House,2,2,1,7.5,1024.0,3,0,0,1,42269616
Kandy,House,2,1,1,11.3,842.0,38,1,1,0,30833251
Colombo,House,3,2,1,33.2,1156.0,2,1,0,1,169745357
Anuradhapura,House,5,4,1,7.6,2014.0,16,1,0,1,34255770
Colombo,House,4,3,2,28.9,1697.0,0,1,0,0,214708895
Kandy,Apartment,5,4,2,9.0,1933.0,8,0,0,0,52569659
Kandy,Land & House,3,2,2,4.5,1354.0,6,1,0,1,69057463
Anuradhapura,House,1,1,1,5.7,421.0,7,0,0,0,5947622
Jaffna,Villa,6,5,2,24.5,2099.0,10,0,0,1,85034754
Kurunegala,Apartment,1,1,1,8.6,411.0,14,0,0,0,6209422
Colombo,House,5,4,1,19.9,1847.0,13,0,0,0,157104260
Negombo,Land & House,3,2,2,22.0,1234.0,15,1,0,0,70936477
Negombo,Apartment,1,1,2,10.3,707.0,26,0,0,0,20784248
Kurunegala,House,4,4,1,13.7,1472.0,30,0,0,1,25081240
Anuradhapura,Villa,6,6,1,11.8,2297.0,20,1,0,1,52755913
Colombo,House,6,5,3,48.2,2426.0,1,1,0,1,308301053
Jaffna,Apartment,2,1,1,9.8,940.0,37,1,1,1,17757411
Colombo,House,2,2,3,7.0,1022.0,35,0,0,1,66249453
Galle,Villa,3,2,3,10.8,1265.0,19,1,0,1,74930005
Kandy,House,4,3,2,20.6,1823.0,11,0,0,0,56103343
Kandy,Apartment,4,3,1,21.9,1464.0,4,0,0,1,46758186
Kandy,House,2,1,2,42.7,1175.0,21,1,1,0,59643524
Negombo,Apartment,6,6,1,36.0,2306.0,29,0,0,0,85276635
Kandy,Villa,4,3,1,9.1,1629.0,16,1,0,1,90006263
Matara,Apartment,4,3,2,13.1,1804.0,15,1,0,0,26448025
Kandy,Apartment,3,2,1,24.6,1211.0,3,1,0,0,41527643
Colombo,Apartment,3,3,1,41.3,1212.0,7,0,0,0,159977405
Matara,Land & House,6,6,2,10.2,2528.0,19,0,0,0,57242845
Kandy,Apartment,3,2,2,12.8,1361.0,0,1,0,0,39571735
Galle,Villa,5,5,1,38.5,1827.0,15,1,1,0,157111574
Jaffna,Villa,6,5,1,10.7,2308.0,21,0,0,1,70947507
Kandy,House,4,3,1,13.8,1338.0,6,0,0,1,53791944
Colombo,House,3,2,1,39.2,1331.0,1,1,0,1,220507148
Kandy,House,1,1,2,28.3,784.0,24,0,0,0,28199160
Ratnapura,Villa,1,1,2,8.2,769.0,2,0,0,0,23175577
Negombo,House,2,1,2,9.9,1115.0,7,1,0,1,55568800
Jaffna,Apartment,2,1,1,10.5,841.0,18,1,0,1,13611421
Negombo,Villa,3,2,1,40.6,1189.0,24,1,0,0,118753936
Colombo,House,3,2,1,106.7,1077.0,27,0,0,1,236155899
Kandy,Apartment,3,2,1,26.3,1374.0,11,1,0,0,49108162
Matara,House,3,2,1,13.9,1151.0,10,0,1,0,29737052
Colombo,House,2,2,1,4.2,883.0,26,0,0,0,56035424
Colombo,Villa,1,1,1,21.9,525.0,13,0,0,1,141883687
Colombo,House,4,3,2,11.4,1565.0,13,1,1,0,161104135
Galle,House,3,2,2,19.0,1175.0,9,0,1,1,61642003
Badulla,Land & House,3,2,2,18.0,1350.0,7,0,0,0,26525511
Colombo,House,4,3,1,,1504.0,10,0,0,0,134671235
Galle,Land & House,4,3,3,47.3,1841.0,7,0,1,0,103882988
Colombo,Land & House,3,2,3,4.4,1606.0,6,0,0,0,157007680
Badulla,House,4,3,1,22.7,1572.0,40,0,0,0,18736067
Colombo,House,6,5,2,11.9,2475.0,6,0,0,0,206036634
Kandy,Villa,4,4,2,22.8,1744.0,4,1,1,1,134384830
Matara,Apartment,3,2,2,20.9,1318.0,7,0,0,0,26006661
Jaffna,House,4,3,1,4.2,1449.0,13,0,0,1,31439877
Kandy,Villa,2,1,1,9.0,876.0,32,1,0,0,42753016
Kandy,House,3,3,2,7.1,1358.0,22,0,0,0,36387062
Kandy,Land & House,6,6,1,6.7,2341.0,25,0,0,0,70571599
Colombo,House,3,2,3,23.6,1484.0,27,1,0,0,142683695
Colombo,House,5,5,2,8.1,2020.0,33,0,0,1,120212984
Galle,House,3,2,1,13.7,1177.0,4,1,0,0,46158031
Colombo,Land & House,6,5,2,8.3,2308.0,9,0,1,0,250864348
Kandy,Apartment,3,2,2,17.0,1494.0,7,1,0,0,44918011
Jaffna,Villa,1,1,1,23.1,613.0,7,0,0,0,27223006
Ratnapura,House,3,2,1,10.0,1078.0,16,1,0,0,19277872
Negombo,House,3,2,3,17.9,1580.0,8,1,0,1,69725824
Colombo,House,1,1,2,30.1,465.0,14,1,0,0,116507698
Colombo,Apartment,4,3,1,5.5,1648.0,7,0,1,0,118630686
Ratnapura,Apartment,3,2,1,22.6,1130.0,6,1,0,1,21471392
Kandy,Apartment,4,4,2,9.9,1735.0,7,0,0,0,43904930
Colombo,House,3,2,2,6.0,1157.0,23,0,0,0,82252621
Negombo,Land & House,2,1,1,15.8,730.0,14,0,0,0,41783590
Negombo,House,6,5,2,7.8,2446.0,38,0,1,0,76787664
Negombo,Land & House,3,2,1,29.8,1129.0,24,1,0,0,71697370
Colombo,House,4,3,1,4.7,1466.0,10,1,0,0,118351487
Colombo,Apartment,4,4,2,5.6,1839.0,4,1,0,0,107129768
Ratnapura,House,3,2,1,15.0,1421.0,17,0,0,1,22432881
Colombo,House,5,4,3,17.3,2293.0,19,0,0,0,176559264
Jaffna,Apartment,4,3,1,23.6,1440.0,9,1,0,0,29747016
Jaffna,House,3,2,2,8.5,1526.0,4,0,0,0,30247590
Negombo,House,5,4,1,31.7,1743.0,12,1,0,0,107667261
Kandy,Villa,2,1,1,49.9,819.0,4,1,0,0,89196781
Colombo,Apartment,3,2,2,14.4,1355.0,35,0,0,0,86934041
Negombo,Villa,6,6,1,25.4,2442.0,15,1,0,1,167676274
Anuradhapura,House,4,3,2,15.2,1791.0,5,0,0,1,29305229
Ratnapura,Apartment,4,3,2,5.1,1653.0,4,0,0,0,22495805
Colombo,Apartment,4,4,2,9.9,1605.0,19,1,0,0,113683771
Colombo,House,4,4,2,5.4,1800.0,18,0,1,0,156127476
Ratnapura,Apartment,5,4,2,71.5,1996.0,14,0,0,1,31061176
Matara,House,3,3,2,7.9,1371.0,14,1,0,1,27241669
Anuradhapura,House,2,1,2,19.2,863.0,14,1,0,0,15596216
Colombo,House,3,2,3,9.0,1556.0,7,1,0,0,144341595
Negombo,House,4,3,1,19.9,1598.0,34,0,0,1,62598200
Jaffna,Apartment,2,1,2,7.5,875.0,10,0,0,0,15525167
Jaffna,Apartment,1,1,1,27.1,603.0,0,0,1,0,22633543
Kandy,Land & House,3,3,1,5.8,1255.0,7,0,0,0,57064448
Colombo,Villa,6,6,1,37.8,2324.0,2,0,0,0,464055875
Negombo,House,4,4,2,31.5,1662.0,7,1,0,1,102449146
Colombo,Land & House,3,3,2,21.0,1367.0,14,0,0,0,196138776
Galle,Land & House,2,1,2,5.0,1006.0,0,1,1,0,62970676
Ratnapura,House,3,2,1,7.5,1185.0,28,1,0,0,21348469
Kandy,Apartment,2,2,1,33.4,867.0,14,0,0,0,35137270
Kurunegala,Land & House,2,2,3,6.0,1275.0,5,0,0,1,29638099
Colombo,Apartment,5,4,1,6.5,2007.0,6,0,0,1,138222294
Jaffna,Land & House,6,5,1,15.8,2131.0,9,1,0,0,65550143
Badulla,House,2,2,1,8.8,948.0,4,0,1,0,19146906
Colombo,House,2,1,2,7.8,1119.0,0,0,0,1,106607427
Colombo,House,3,3,1,16.9,1184.0,0,0,0,1,144912000
Galle,Apartment,3,3,1,11.0,1250.0,7,0,1,0,46220793
Colombo,Villa,2,2,2,6.3,1049.0,2,1,0,0,162964929
Matara,Land & House,3,2,1,15.5,1115.0,0,0,0,1,34335675
Anuradhapura,House,2,2,2,11.3,961.0,27,0,0,0,13405675
Galle,House,4,4,1,23.9,1625.0,5,0,0,0,73179660
Colombo,Villa,4,4,1,5.6,1500.0,11,1,0,0,163922975
Galle,Apartment,4,3,2,18.5,1797.0,3,1,0,0,60636025
Matara,House,3,3,2,12.6,1480.0,0,0,0,0,33970438
Colombo,Apartment,5,5,2,11.8,2164.0,20,1,0,0,127805629
Negombo,Villa,6,5,2,8.0,2597.0,2,1,0,0,203283363
Negombo,Villa,2,2,1,4.5,840.0,0,1,0,1,64563577
Negombo,Apartment,2,1,1,32.2,867.0,13,1,0,0,51148172
Colombo,House,3,3,1,9.9,1232.0,0,1,0,0,122020236
Jaffna,Land & House,2,2,2,21.1,993.0,9,1,0,0,34926266
Colombo,Apartment,3,2,2,48.2,1404.0,5,0,0,0,161249562
Colombo,House,3,3,3,16.5,1328.0,6,1,0,0,142308838
Anuradhapura,House,3,3,1,11.6,1220.0,0,0,0,0,19194738
Matara,Villa,3,2,2,8.7,1212.0,37,0,0,0,27935146
Colombo,House,3,2,2,44.8,1253.0,11,0,0,0,191870669
Colombo,House,6,5,2,21.2,2473.0,13,1,0,1,217584498
Colombo,Apartment,2,1,2,20.4,980.0,16,0,0,0,92905241
Colombo,House,4,3,2,12.3,1769.0,23,0,0,1,105923887
Colombo,Apartment,1,1,1,32.0,477.0,14,1,1,0,104619927
Colombo,House,2,1,1,22.8,960.0,21,0,0,0,103825326
Galle,Apartment,3,2,1,9.0,1176.0,9,1,0,1,41622062
Matara,House,2,2,1,17.7,654.0,7,1,0,0,17485491
Negombo,House,1,1,1,12.4,522.0,24,0,0,0,26183549
Jaffna,House,2,1,1,4.1,633.0,28,1,1,0,18491512
